airline,from,to,route,price,duration_in_min,stops,class_category,day,month,dep_hour,arr_hour
Vistara,Delhi,Bangalore,Mumbai-Chennai,7463.69616137287,118.10630960666255,0,Economy,31,3,17,14
Vistara,Mumbai,Chennai,Delhi-Mumbai,5672.250725896402,131.8739654612924,0,Business,21,8,13,13
IndiGo,Delhi,Kolkata,Mumbai-Chennai,6569.85772766413,127.90652435864354,0,Economy,14,10,5,14
AirAsia,Mumbai,Kolkata,Mumbai-Kolkata,7825.321469231074,158.52287381844351,0,Economy,3,3,7,13
AirAsia,Mumbai,Bangalore,Delhi-Hyderabad,5505.886658453042,60.0,1,Economy,18,6,14,6
AirAsia,Delhi,Hyderabad,Delhi-Hyderabad,4771.967801974112,60.0,0,Economy,24,7,14,2
AirAsia,Delhi,Kolkata,Delhi-Mumbai,4495.991972873789,105.12365483969552,1,Business,15,7,14,16
Vistara,Mumbai,Bangalore,Mumbai-Chennai,6570.169623089065,152.91900562631128,0,Economy,6,2,15,9
Vistara,Mumbai,Mumbai,Delhi-Bangalore,4493.479833553133,73.03055905183211,0,Economy,10,3,0,14
AirAsia,Delhi,Hyderabad,Delhi-Bangalore,5702.144757649662,60.0,0,Economy,27,12,10,5
IndiGo,Delhi,Chennai,Mumbai-Chennai,6349.850549631168,137.13538218657627,0,Economy,12,10,4,16
SpiceJet,Delhi,Kolkata,Delhi-Bangalore,6148.1404294639315,127.30971671108144,1,Economy,7,10,4,16
SpiceJet,Delhi,Bangalore,Delhi-Mumbai,6340.355891347338,87.2937477960171,1,Economy,17,4,20,13
IndiGo,Mumbai,Mumbai,Delhi-Mumbai,6177.831884640683,90.4338119783721,2,Economy,1,7,5,23
AirAsia,Delhi,Chennai,Mumbai-Chennai,7023.092650650715,90.90768841095976,0,Economy,26,2,1,17
Vistara,Mumbai,Bangalore,Delhi-Bangalore,5238.146895408962,123.3160595242182,0,Economy,18,3,5,4
SpiceJet,Delhi,Bangalore,Delhi-Mumbai,5458.403889233175,101.21054171450979,0,Business,26,7,13,7
GoAir,Mumbai,Chennai,Delhi-Mumbai,5381.872443783341,134.8219175692656,0,Economy,15,7,10,6
GoAir,Delhi,Mumbai,Mumbai-Kolkata,6664.153449490088,60.0,1,Economy,19,10,3,22
IndiGo,Delhi,Mumbai,Mumbai-Kolkata,6720.318870716051,94.29444404616602,1,Economy,28,3,23,3
AirAsia,Delhi,Hyderabad,Delhi-Mumbai,6360.980255454807,86.21838117266849,1,Economy,1,12,8,17
SpiceJet,Delhi,Kolkata,Mumbai-Chennai,6946.794933511942,112.30977964882524,0,Economy,30,1,23,4
AirAsia,Delhi,Chennai,Delhi-Hyderabad,5057.567306098896,103.85856724529584,1,Economy,5,12,2,15
SpiceJet,Mumbai,Chennai,Delhi-Hyderabad,7333.779289240909,143.935313396873,0,Economy,15,3,15,13
IndiGo,Delhi,Chennai,Delhi-Mumbai,7218.590897369806,64.21989685019827,1,Economy,31,5,10,18
IndiGo,Delhi,Mumbai,Delhi-Mumbai,6588.497597796598,121.36474428992256,0,Economy,3,7,3,13
GoAir,Mumbai,Kolkata,Delhi-Mumbai,7425.439127016848,136.75009269635117,0,Business,1,4,0,8
AirAsia,Delhi,Hyderabad,Mumbai-Chennai,4674.701433857781,175.69942309685865,0,Economy,8,11,20,5
GoAir,Delhi,Bangalore,Mumbai-Kolkata,5580.441490989879,105.54702086719574,2,Economy,12,11,21,16
AirAsia,Mumbai,Bangalore,Delhi-Mumbai,5411.757231454438,129.73375813057552,0,Economy,27,1,15,18
GoAir,Delhi,Chennai,Delhi-Mumbai,6577.183459005874,65.88411622312906,0,Economy,22,6,18,11
Vistara,Delhi,Kolkata,Delhi-Bangalore,5159.887408318284,60.0,1,Economy,25,2,15,3
Vistara,Mumbai,Mumbai,Mumbai-Chennai,6605.996119469988,145.343231273451,0,Economy,19,12,10,15
Vistara,Delhi,Kolkata,Delhi-Mumbai,7096.428915197371,119.83319119055788,0,Economy,25,3,7,10
Vistara,Mumbai,Kolkata,Delhi-Bangalore,6556.162320067199,155.3553806939527,0,Economy,25,4,22,21
SpiceJet,Delhi,Mumbai,Delhi-Hyderabad,6227.000818929201,78.79791333090753,0,Economy,31,6,0,3
Vistara,Delhi,Chennai,Delhi-Mumbai,5209.701327279401,135.59706418586256,2,Economy,12,6,20,16
IndiGo,Delhi,Kolkata,Delhi-Mumbai,5322.519227099709,176.0645352163156,1,Economy,31,7,8,7
IndiGo,Mumbai,Bangalore,Delhi-Bangalore,6999.695124237333,132.59116825071797,0,Economy,13,5,11,13
SpiceJet,Mumbai,Mumbai,Mumbai-Chennai,6623.479203124266,128.29744516773147,2,Economy,28,7,21,1
Vistara,Delhi,Hyderabad,Delhi-Mumbai,5968.784384497964,120.2566824247305,0,Economy,1,2,7,10
Vistara,Mumbai,Chennai,Delhi-Hyderabad,5665.672363387288,72.87355628622264,0,Economy,19,1,16,10
Vistara,Delhi,Mumbai,Delhi-Mumbai,4379.353701510899,160.66718807131045,0,Economy,6,12,9,23
GoAir,Mumbai,Hyderabad,Delhi-Hyderabad,5143.318065052449,101.67427080584802,0,Economy,8,10,6,21
AirAsia,Delhi,Hyderabad,Mumbai-Kolkata,7529.135269711779,135.1344976914905,0,Economy,4,8,18,23
GoAir,Delhi,Kolkata,Mumbai-Kolkata,4975.635543198026,73.10897080286239,2,Economy,5,1,5,5
AirAsia,Delhi,Kolkata,Delhi-Hyderabad,6151.583856976865,84.61621006476659,1,Economy,25,12,20,20
Vistara,Mumbai,Kolkata,Mumbai-Chennai,6805.955178556159,163.05262197666707,0,Economy,22,2,23,20
Vistara,Delhi,Mumbai,Delhi-Mumbai,4996.061865598166,109.58093133126471,0,Economy,28,11,23,13
GoAir,Delhi,Mumbai,Delhi-Mumbai,6147.768379824866,163.59826428127633,1,Economy,7,12,18,9
GoAir,Delhi,Chennai,Mumbai-Kolkata,6750.332430008524,117.65308022824446,2,Economy,23,10,17,7
AirAsia,Mumbai,Kolkata,Delhi-Hyderabad,6009.999457525801,64.74306681126428,1,Economy,4,6,14,6
IndiGo,Mumbai,Hyderabad,Delhi-Mumbai,8294.722444533414,146.7620279919516,0,Economy,20,1,1,7
AirAsia,Mumbai,Bangalore,Delhi-Mumbai,4665.120592897444,102.30323046733177,1,Economy,4,10,13,7
GoAir,Delhi,Chennai,Mumbai-Chennai,6846.982823907103,140.9606644055113,0,Business,30,3,20,22
GoAir,Delhi,Mumbai,Delhi-Bangalore,5861.758610082828,120.75632602620246,0,Economy,15,7,9,1
SpiceJet,Mumbai,Chennai,Mumbai-Kolkata,6617.53612386934,73.7064531617139,0,Economy,27,12,15,15
GoAir,Mumbai,Chennai,Mumbai-Kolkata,6353.045721359396,124.92884296111707,0,Economy,21,8,6,8
SpiceJet,Delhi,Chennai,Delhi-Bangalore,5413.475042312003,185.88669426458398,0,Economy,5,4,7,12
IndiGo,Mumbai,Chennai,Delhi-Mumbai,6183.197113967472,134.78959375543377,0,Economy,24,12,9,22
AirAsia,Delhi,Bangalore,Mumbai-Chennai,4513.67883888137,118.2744674098361,0,Economy,9,3,14,11
AirAsia,Delhi,Kolkata,Mumbai-Chennai,6482.598000457115,152.26030205870694,1,Economy,2,1,7,21
SpiceJet,Mumbai,Hyderabad,Mumbai-Kolkata,6238.52677279242,126.32005395609332,0,Economy,27,12,12,16
AirAsia,Delhi,Chennai,Mumbai-Chennai,6510.928134914482,126.28602690788382,0,Economy,7,9,11,1
GoAir,Delhi,Chennai,Delhi-Bangalore,6846.49466006972,87.25124483522693,0,Economy,17,10,7,12
Vistara,Delhi,Chennai,Delhi-Mumbai,6294.095872167769,127.01544077368796,2,Economy,16,6,14,0
SpiceJet,Mumbai,Kolkata,Delhi-Bangalore,6118.471535838621,151.06330249250834,0,Economy,17,6,11,18
AirAsia,Mumbai,Mumbai,Delhi-Hyderabad,5295.145330670966,94.91813543699925,0,Economy,20,9,10,10
SpiceJet,Mumbai,Mumbai,Mumbai-Kolkata,5430.223389080759,162.73487463740844,0,Economy,26,1,18,4
SpiceJet,Mumbai,Bangalore,Mumbai-Chennai,6949.387696141865,117.24881927564623,1,Economy,23,6,13,0
Vistara,Delhi,Mumbai,Delhi-Hyderabad,7149.068324564782,93.36691465384378,2,Economy,2,12,17,19
GoAir,Mumbai,Chennai,Mumbai-Chennai,5809.511650950357,149.92896230760732,0,Economy,11,5,12,12
SpiceJet,Delhi,Chennai,Delhi-Mumbai,6036.802197802619,111.39617292785192,0,Economy,2,11,3,7
AirAsia,Delhi,Chennai,Delhi-Mumbai,5276.308500004987,142.78544662458324,2,Business,1,6,16,5
IndiGo,Delhi,Bangalore,Delhi-Mumbai,6938.205476213956,111.24724103224389,0,Business,26,11,18,16
SpiceJet,Delhi,Chennai,Mumbai-Chennai,6532.333458953423,118.20521569410289,1,Economy,2,8,8,11
SpiceJet,Mumbai,Mumbai,Delhi-Hyderabad,7552.973949171,134.80680613002875,0,Economy,29,5,22,0
Vistara,Delhi,Kolkata,Delhi-Mumbai,5297.341538256209,128.72691172770018,0,Economy,31,2,6,2
GoAir,Delhi,Kolkata,Delhi-Hyderabad,5697.593680785426,60.134046586447845,0,Economy,23,12,0,13
IndiGo,Delhi,Hyderabad,Mumbai-Chennai,6185.156738020458,86.36268779716823,0,Economy,9,12,6,7
AirAsia,Mumbai,Mumbai,Delhi-Hyderabad,6517.191630180616,147.88229954372446,1,Economy,22,2,6,10
IndiGo,Delhi,Chennai,Mumbai-Chennai,5827.465889961894,116.03590233295358,2,Business,26,10,19,13
AirAsia,Delhi,Kolkata,Mumbai-Chennai,5301.63112763704,104.28806091685735,0,Economy,2,5,6,7
GoAir,Mumbai,Mumbai,Mumbai-Kolkata,6705.126023138857,79.24277954227577,1,Economy,28,3,7,2
AirAsia,Delhi,Kolkata,Mumbai-Chennai,6576.908290036466,87.60791036172455,0,Economy,15,10,15,6
Vistara,Delhi,Chennai,Mumbai-Chennai,5266.98071954902,60.0,0,Economy,10,3,2,18
Vistara,Delhi,Kolkata,Delhi-Bangalore,7084.354240884397,116.961578438954,0,Economy,15,8,12,3
Vistara,Mumbai,Hyderabad,Delhi-Mumbai,6936.158967357283,102.0468725825686,2,Economy,10,7,9,15
Vistara,Mumbai,Hyderabad,Mumbai-Kolkata,6107.437197798235,91.00236327044054,1,Economy,29,1,17,12
IndiGo,Delhi,Kolkata,Mumbai-Kolkata,6063.678289900829,117.9562972449614,1,Economy,25,12,6,19
GoAir,Mumbai,Mumbai,Mumbai-Kolkata,6443.246216892726,130.91911892558215,1,Economy,23,12,20,18
AirAsia,Delhi,Mumbai,Delhi-Bangalore,5310.637543794994,182.79593796629834,1,Business,27,5,20,4
AirAsia,Delhi,Mumbai,Mumbai-Chennai,6024.025183331266,74.64349741310359,2,Economy,17,9,4,22
Vistara,Mumbai,Kolkata,Delhi-Mumbai,4278.093164312656,154.78143129901565,1,Economy,28,4,22,4
Vistara,Mumbai,Mumbai,Delhi-Hyderabad,6701.164516402348,149.19304683045215,2,Economy,9,1,23,19
SpiceJet,Delhi,Chennai,Mumbai-Chennai,4750.805422046513,96.62721781869898,0,Economy,18,8,21,23
GoAir,Delhi,Hyderabad,Delhi-Bangalore,7202.7358627431995,126.09707863758094,0,Economy,4,5,6,3
IndiGo,Delhi,Chennai,Mumbai-Chennai,5735.90392482684,106.27100251987154,0,Business,9,2,21,1
AirAsia,Delhi,Mumbai,Mumbai-Chennai,5830.666414455059,125.57065741256217,0,Economy,16,12,16,12
SpiceJet,Delhi,Chennai,Delhi-Bangalore,5497.812875132396,165.27393040213653,0,Economy,4,1,3,15
SpiceJet,Mumbai,Mumbai,Mumbai-Kolkata,5769.5689008623385,138.1681869789394,0,Economy,16,12,23,21
AirAsia,Delhi,Kolkata,Mumbai-Kolkata,7134.825076118429,135.25825119700326,1,Economy,19,12,22,1
IndiGo,Mumbai,Chennai,Delhi-Mumbai,4009.7530747719366,107.09072040136073,0,Economy,1,12,15,18
SpiceJet,Mumbai,Kolkata,Delhi-Mumbai,7021.57230887055,75.47830005226994,0,Economy,23,3,18,16
SpiceJet,Delhi,Kolkata,Mumbai-Kolkata,6270.418784881366,113.74595368378776,0,Economy,31,9,9,4
GoAir,Mumbai,Bangalore,Delhi-Hyderabad,5034.382681714227,156.19824464591744,2,Economy,6,1,2,17
IndiGo,Delhi,Mumbai,Mumbai-Chennai,5139.7500855606095,74.18496430231058,0,Business,10,4,2,22
SpiceJet,Delhi,Hyderabad,Delhi-Hyderabad,7341.114421766562,88.34731895469915,0,Economy,16,8,16,20
IndiGo,Mumbai,Mumbai,Mumbai-Chennai,5243.594496045815,123.78803208702205,1,Economy,4,8,9,17
AirAsia,Delhi,Hyderabad,Mumbai-Kolkata,5077.319591523233,90.46035645458213,1,Economy,22,10,16,7
Vistara,Delhi,Mumbai,Delhi-Mumbai,6909.851633891783,96.22429658654362,0,Economy,22,12,21,14
SpiceJet,Delhi,Kolkata,Delhi-Mumbai,6270.8423010287315,107.29204254815468,0,Economy,13,11,16,12
GoAir,Delhi,Chennai,Delhi-Hyderabad,5249.659538770881,79.03147787429552,0,Economy,16,11,20,12
AirAsia,Delhi,Chennai,Delhi-Mumbai,6173.299980323695,90.77634461350895,2,Business,20,8,3,15
IndiGo,Delhi,Bangalore,Mumbai-Kolkata,5179.3978530877785,141.10283750361927,0,Economy,30,10,20,21
AirAsia,Delhi,Hyderabad,Delhi-Hyderabad,6880.657118738084,80.77890653307108,0,Economy,29,8,22,19
SpiceJet,Delhi,Hyderabad,Mumbai-Chennai,6849.096771898507,72.06383596515487,0,Business,6,4,5,12
IndiGo,Mumbai,Hyderabad,Delhi-Mumbai,6425.604959057555,101.09925061398317,0,Economy,26,8,11,19
Vistara,Delhi,Kolkata,Delhi-Bangalore,6289.328848997613,141.9586650752954,1,Economy,11,9,21,1
AirAsia,Delhi,Hyderabad,Delhi-Mumbai,7408.950499893899,114.09234576009331,0,Economy,24,7,19,2
SpiceJet,Delhi,Chennai,Mumbai-Chennai,5999.74906191058,106.06256765653144,0,Economy,29,12,16,14
GoAir,Delhi,Kolkata,Delhi-Hyderabad,5054.500699663359,121.3307639254682,0,Economy,3,2,16,22
IndiGo,Delhi,Mumbai,Mumbai-Chennai,6359.579130265845,67.62877701421044,0,Economy,20,9,9,18
AirAsia,Delhi,Hyderabad,Delhi-Bangalore,7668.837639629691,134.84116961325097,0,Economy,10,11,6,12
AirAsia,Mumbai,Hyderabad,Mumbai-Kolkata,5188.192405451318,131.50305094210933,1,Business,29,8,15,4
Vistara,Mumbai,Mumbai,Delhi-Mumbai,5710.829786644811,107.72074577712836,1,Economy,28,5,12,21
Vistara,Delhi,Hyderabad,Delhi-Hyderabad,6333.156830481162,150.1777353538925,2,Economy,30,12,2,5
GoAir,Mumbai,Mumbai,Mumbai-Kolkata,5956.8761207954085,86.17511703140885,1,Economy,31,3,1,13
GoAir,Delhi,Kolkata,Mumbai-Chennai,5214.1571356981485,153.8372697976071,1,Business,1,7,15,3
SpiceJet,Delhi,Chennai,Delhi-Hyderabad,6897.486284984377,124.63480996785754,0,Economy,20,2,5,21
SpiceJet,Mumbai,Mumbai,Mumbai-Kolkata,7856.032577613808,109.90342230365479,1,Business,11,3,5,18
GoAir,Delhi,Bangalore,Delhi-Hyderabad,6156.905167219126,119.40379093895065,1,Economy,26,12,12,22
GoAir,Delhi,Mumbai,Delhi-Bangalore,5276.745368211199,116.78205702567175,1,Economy,26,9,6,6
IndiGo,Delhi,Hyderabad,Delhi-Bangalore,4760.83157995722,156.60848689253152,0,Economy,12,4,4,3
Vistara,Delhi,Kolkata,Delhi-Mumbai,6206.380784976945,87.69962617586958,0,Economy,14,4,23,1
SpiceJet,Mumbai,Kolkata,Delhi-Mumbai,6883.101874653006,97.12442282560205,1,Economy,25,3,6,6
Vistara,Delhi,Mumbai,Delhi-Bangalore,6380.134197196306,151.0890867621744,1,Economy,8,5,1,2
Vistara,Delhi,Chennai,Delhi-Hyderabad,5998.076927264917,102.13395194448422,2,Economy,11,3,16,14
GoAir,Delhi,Bangalore,Delhi-Bangalore,5528.582678568555,147.01599231994774,0,Economy,4,9,12,0
IndiGo,Delhi,Kolkata,Delhi-Mumbai,5126.269093825528,170.98307949026128,0,Economy,28,3,20,1
AirAsia,Delhi,Hyderabad,Delhi-Bangalore,6667.801061059906,107.94614919175099,0,Economy,7,2,20,9
IndiGo,Delhi,Hyderabad,Delhi-Bangalore,6731.0172971084685,140.44086979725915,1,Economy,10,12,15,15
IndiGo,Delhi,Chennai,Delhi-Hyderabad,4763.416170647413,85.38923155980424,0,Economy,19,5,19,14
Vistara,Delhi,Kolkata,Mumbai-Kolkata,7271.871182544547,142.64199894203426,0,Economy,25,6,1,23
IndiGo,Delhi,Mumbai,Delhi-Mumbai,6459.256976715201,125.98271957960301,2,Economy,26,1,4,14
SpiceJet,Delhi,Hyderabad,Delhi-Hyderabad,7119.675716116635,134.19114846480645,0,Economy,4,12,17,13
Vistara,Delhi,Chennai,Delhi-Bangalore,4926.297801211908,100.63283783893814,1,Economy,2,11,6,21
SpiceJet,Mumbai,Kolkata,Delhi-Bangalore,4907.340675667649,70.16749753298483,0,Economy,26,6,10,13
AirAsia,Mumbai,Kolkata,Mumbai-Kolkata,5880.824552186163,135.09756194248516,1,Economy,21,10,10,5
Vistara,Delhi,Kolkata,Delhi-Mumbai,6402.227541516156,60.0,0,Economy,18,3,21,13
AirAsia,Delhi,Kolkata,Delhi-Mumbai,7437.088658341571,110.47948523272396,2,Economy,14,4,16,16
Vistara,Mumbai,Kolkata,Mumbai-Chennai,6564.863131052105,148.2354559925991,2,Economy,26,6,15,17
GoAir,Mumbai,Hyderabad,Delhi-Mumbai,5805.854978550374,125.75693207619108,0,Economy,16,8,12,19
IndiGo,Delhi,Chennai,Mumbai-Kolkata,5178.904633867286,178.45027934369438,0,Economy,22,9,21,18
GoAir,Delhi,Kolkata,Mumbai-Chennai,6984.00045817532,150.7532745774532,0,Economy,11,6,4,16
AirAsia,Delhi,Bangalore,Mumbai-Chennai,5228.235659399428,100.38304835023271,1,Economy,10,7,19,15
IndiGo,Delhi,Bangalore,Delhi-Bangalore,7302.774843817858,120.81940139554317,1,Economy,17,5,15,7
Vistara,Mumbai,Chennai,Delhi-Bangalore,5772.492280314793,118.57887892366692,0,Economy,14,12,21,6
IndiGo,Delhi,Mumbai,Delhi-Mumbai,7272.46565809428,72.53469709961618,1,Economy,22,9,21,19
SpiceJet,Mumbai,Mumbai,Mumbai-Chennai,6543.145032047422,91.7880325054694,0,Economy,4,4,15,11
IndiGo,Delhi,Mumbai,Delhi-Bangalore,5890.403608446033,103.17717279060419,1,Economy,19,10,15,8
SpiceJet,Delhi,Bangalore,Mumbai-Kolkata,5584.482902539099,60.0,2,Economy,2,11,13,13
IndiGo,Delhi,Mumbai,Delhi-Bangalore,5727.2736981231365,121.42480404754929,0,Business,7,6,5,19
SpiceJet,Delhi,Hyderabad,Delhi-Bangalore,6342.65335390019,112.52784466040877,0,Economy,9,5,1,0
AirAsia,Mumbai,Kolkata,Mumbai-Chennai,6061.725196974174,69.81318296065277,0,Economy,28,1,13,9
GoAir,Delhi,Bangalore,Mumbai-Chennai,5524.950873545036,132.12638595831996,0,Economy,19,5,15,16
Vistara,Delhi,Chennai,Delhi-Hyderabad,5867.494871745894,141.47618234072877,0,Economy,16,5,22,16
IndiGo,Mumbai,Chennai,Mumbai-Kolkata,6062.8616237753195,126.81103436594667,0,Economy,22,9,19,16
GoAir,Mumbai,Kolkata,Mumbai-Chennai,4297.012724468151,110.27795474373089,0,Economy,25,1,12,3
Vistara,Delhi,Bangalore,Delhi-Mumbai,6366.534491830959,137.74326455255564,0,Business,16,5,14,16
Vistara,Delhi,Mumbai,Mumbai-Kolkata,5216.223020226555,140.40661081430073,0,Economy,18,7,11,17
SpiceJet,Delhi,Mumbai,Mumbai-Kolkata,5077.334077435404,129.22210709159066,0,Economy,23,11,8,19
AirAsia,Delhi,Hyderabad,Mumbai-Chennai,4650.124522311432,95.26163248695717,0,Economy,21,6,17,22
AirAsia,Delhi,Hyderabad,Mumbai-Kolkata,4564.886001705688,128.2980229653354,1,Economy,21,6,20,1
GoAir,Mumbai,Mumbai,Mumbai-Chennai,4915.641997510169,155.86441952476437,1,Economy,11,12,13,7
AirAsia,Mumbai,Chennai,Delhi-Bangalore,5432.783233895608,102.1011282416481,0,Economy,7,7,19,12
IndiGo,Delhi,Chennai,Delhi-Hyderabad,7562.607310021254,182.93818017397294,0,Economy,9,6,3,22
AirAsia,Mumbai,Hyderabad,Delhi-Bangalore,5579.296259283837,104.23107198043847,1,Economy,4,5,7,21
GoAir,Mumbai,Kolkata,Mumbai-Chennai,6142.200085014425,120.97221040020409,2,Economy,25,10,7,19
AirAsia,Delhi,Mumbai,Mumbai-Chennai,6320.385109205063,99.82543211980992,0,Economy,31,5,21,21
IndiGo,Delhi,Hyderabad,Delhi-Bangalore,6104.852148972679,126.69812507760783,0,Economy,30,9,21,14
SpiceJet,Delhi,Hyderabad,Delhi-Mumbai,5938.045231419205,67.73334922094175,0,Economy,13,8,15,19
GoAir,Mumbai,Mumbai,Delhi-Mumbai,5043.764989120605,103.61874603549836,0,Economy,27,12,23,22
SpiceJet,Delhi,Mumbai,Delhi-Mumbai,7160.74203862337,87.23636398954298,0,Economy,26,10,9,8
SpiceJet,Delhi,Chennai,Mumbai-Chennai,7445.757314910308,124.06015043676872,0,Business,25,4,20,2
SpiceJet,Delhi,Kolkata,Mumbai-Kolkata,4653.8730447018515,149.83342126526722,1,Business,29,4,16,2
Vistara,Mumbai,Kolkata,Mumbai-Chennai,5180.777127290897,139.38018561343654,0,Economy,4,10,0,1
Vistara,Delhi,Mumbai,Mumbai-Kolkata,5776.151726098395,60.0,0,Economy,19,5,17,0
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,5228.3697640718465,181.2620895878364,0,Economy,2,3,9,13
GoAir,Delhi,Hyderabad,Delhi-Hyderabad,6404.772442764693,128.85839821862606,0,Economy,9,8,20,16
IndiGo,Delhi,Hyderabad,Mumbai-Kolkata,5417.38223807471,96.70502578521,0,Economy,12,7,3,12
IndiGo,Mumbai,Mumbai,Delhi-Mumbai,7732.044854245282,124.71383756972821,0,Economy,2,5,0,18
AirAsia,Delhi,Bangalore,Mumbai-Chennai,6952.438875474877,125.28569467508076,1,Economy,6,10,3,22
GoAir,Delhi,Chennai,Delhi-Bangalore,6170.059224505772,99.99453849145308,0,Economy,5,3,3,14
Vistara,Delhi,Mumbai,Delhi-Mumbai,6821.589010655785,125.93750002026226,1,Economy,30,5,3,13
SpiceJet,Mumbai,Mumbai,Delhi-Bangalore,6884.720339485847,101.77583137139078,2,Economy,5,3,16,1
AirAsia,Mumbai,Hyderabad,Delhi-Hyderabad,5548.842009553406,107.86914021929931,0,Economy,20,10,8,6
IndiGo,Mumbai,Mumbai,Mumbai-Chennai,5347.026204366428,99.41162592734747,0,Business,22,5,18,16
Vistara,Delhi,Mumbai,Mumbai-Chennai,6062.514450375718,77.01986130781042,0,Economy,5,1,12,17
Vistara,Mumbai,Mumbai,Delhi-Hyderabad,6689.308899598355,124.37509410646152,1,Economy,27,6,3,5
SpiceJet,Mumbai,Hyderabad,Mumbai-Chennai,6111.248318922734,137.55898309549013,2,Economy,4,10,4,20
IndiGo,Mumbai,Chennai,Mumbai-Kolkata,4738.4028142472025,135.44650788229117,1,Economy,29,4,12,7
GoAir,Delhi,Chennai,Delhi-Bangalore,5357.740444839326,144.59775757905703,0,Economy,9,4,22,1
Vistara,Delhi,Mumbai,Delhi-Mumbai,5940.821709124498,129.73020630044604,1,Economy,29,8,15,0
SpiceJet,Mumbai,Hyderabad,Delhi-Hyderabad,5939.4675165393355,104.0182350534929,0,Economy,22,2,21,15
GoAir,Delhi,Chennai,Mumbai-Kolkata,7578.0337414318465,145.18991593293566,0,Economy,27,4,4,6
IndiGo,Mumbai,Chennai,Delhi-Mumbai,4891.209646080802,79.27447380474194,0,Economy,10,2,7,21
Vistara,Delhi,Chennai,Delhi-Mumbai,6404.4713934687,92.9798585246256,0,Economy,16,1,15,23
GoAir,Mumbai,Hyderabad,Delhi-Hyderabad,7191.290486662631,91.07399785730266,1,Economy,10,10,0,10
GoAir,Mumbai,Hyderabad,Mumbai-Kolkata,7817.159796338236,152.4016817741793,0,Economy,29,3,22,14
GoAir,Mumbai,Mumbai,Delhi-Mumbai,5676.482061452831,148.28365542420227,0,Economy,10,12,5,12
Vistara,Mumbai,Kolkata,Delhi-Mumbai,6393.143562176159,134.61915711134984,0,Economy,29,8,10,23
Vistara,Delhi,Chennai,Mumbai-Kolkata,6455.808285758917,152.1578959563539,1,Business,19,6,15,1
AirAsia,Delhi,Kolkata,Mumbai-Chennai,6156.385385242633,93.62151652764035,1,Economy,10,12,4,13
IndiGo,Mumbai,Hyderabad,Delhi-Mumbai,5920.923839008555,130.45785359582942,0,Business,6,7,15,23
SpiceJet,Delhi,Hyderabad,Delhi-Bangalore,6348.780311600037,116.24476714850508,0,Economy,30,2,6,5
GoAir,Delhi,Hyderabad,Mumbai-Kolkata,3974.2031318242516,145.40646311654743,0,Economy,17,6,18,8
AirAsia,Mumbai,Kolkata,Delhi-Mumbai,6545.655592050105,116.54327302343407,2,Business,5,8,0,6
SpiceJet,Delhi,Hyderabad,Delhi-Hyderabad,6100.9423229295735,108.45171334769756,0,Economy,26,8,8,17
AirAsia,Mumbai,Mumbai,Delhi-Bangalore,5822.020082577387,136.2272555568297,0,Economy,6,4,17,23
Vistara,Mumbai,Hyderabad,Delhi-Mumbai,7637.489756575646,146.285075015737,0,Economy,31,6,12,8
GoAir,Delhi,Bangalore,Delhi-Bangalore,5460.052784967558,99.94964415459594,0,Economy,27,5,14,22
SpiceJet,Mumbai,Kolkata,Delhi-Bangalore,5677.539208747975,118.16772985942872,1,Business,24,9,2,3
SpiceJet,Mumbai,Bangalore,Mumbai-Chennai,7593.242641763787,88.24678099075042,0,Economy,27,8,23,8
SpiceJet,Delhi,Hyderabad,Delhi-Bangalore,5334.3509561201145,60.0,0,Economy,31,2,9,3
SpiceJet,Mumbai,Mumbai,Mumbai-Chennai,5559.907773650769,126.01378894241186,0,Economy,15,12,8,11
SpiceJet,Delhi,Chennai,Mumbai-Kolkata,5882.37966125532,138.26716068763895,0,Economy,25,7,12,3
AirAsia,Delhi,Hyderabad,Mumbai-Chennai,6672.587585703639,127.86200427260177,2,Economy,27,7,15,23
GoAir,Delhi,Mumbai,Delhi-Hyderabad,6166.242005882651,61.513148467368985,0,Economy,19,11,2,19
Vistara,Delhi,Kolkata,Delhi-Mumbai,4965.89972227819,109.47451709770576,1,Economy,18,12,21,13
Vistara,Mumbai,Bangalore,Mumbai-Kolkata,5574.265149498248,60.0,1,Economy,29,1,22,23
Vistara,Delhi,Bangalore,Mumbai-Kolkata,5514.116453430231,161.09103322962554,0,Business,4,1,14,23
Vistara,Delhi,Bangalore,Delhi-Hyderabad,5938.2231638215635,87.41836253645741,0,Economy,8,12,16,6
AirAsia,Mumbai,Kolkata,Mumbai-Chennai,6340.674926903864,157.6621082837969,0,Economy,27,4,13,12
IndiGo,Mumbai,Mumbai,Delhi-Mumbai,6334.564604710377,148.37608931052438,1,Economy,16,5,6,21
GoAir,Delhi,Kolkata,Mumbai-Chennai,4579.190596761278,92.98228942391815,0,Economy,24,4,19,7
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,6851.152790048684,86.01645146196765,0,Economy,19,7,15,22
IndiGo,Delhi,Hyderabad,Mumbai-Chennai,6202.055076797299,130.51110649159014,0,Business,20,3,20,4
Vistara,Delhi,Chennai,Mumbai-Kolkata,7107.625638075125,94.67027888450787,1,Economy,3,7,7,11
